loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_d,pub_rec_bankruptcies
21000,21000,20120.80657, 60 months,20.30%,559.89,E,E5,King Soopers (Kroger Co),10+ years,70000.0,Verified,11-Dec,Fully Paid,credit_card,801xx,CO,23.21,2,17,0,12508,70.70%,25,13-Aug,0
35000,35000,35000.0, 36 months,8.90%,1111.37,A,A5,City of Los Angeles,6 years,125000.0,Verified,11-Dec,Fully Paid,debt_consolidation,928xx,CA,22.71,0,8,0,9051,34.80%,32,15-Jan,0
10000,10000,10000.0, 36 months,7.51%,311.11,A,A3,Malvern School of Medford,3 years,33000.0,Not Verified,11-Dec,Fully Paid,credit_card,080xx,NJ,9.75,1,9,0,68,0.60%,19,13-Dec,0
7000,7000,7000.0, 36 months,12.69%,234.82,B,B5,Best Buy,< 1 year,30000.0,Source Verified,11-Dec,Fully Paid,credit_card,233xx,VA,15.8,2,7,0,15455,47.60%,11,15-Jan,0
24000,24000,24000.0, 36 months,15.96%,843.3,C,C5,lafidale inc,8 years,90000.0,Source Verified,11-Dec,Charged Off,home_improvement,927xx,CA,9.17,1,9,0,30952,71.20%,23,12-Aug,0
10625,10625,10625.0, 36 months,7.51%,330.56,A,A3,Dennis Alleman DMD,5 years,23000.0,Not Verified,11-Dec,Fully Paid,medical,970xx,OR,18.89,1,9,0,7114,43.40%,21,14-Jun,0
5000,5000,5000.0, 36 months,14.65%,172.48,C,C3,Military,2 years,24000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,150xx,PA,18.3,2,5,0,2429,33.30%,9,13-Jan,0
8850,8850,8850.0, 36 months,6.62%,271.73,A,A2,Carroll County Public Schools,10+ years,62000.0,Source Verified,11-Dec,Fully Paid,credit_card,211xx,MD,17.71,0,7,0,9466,35.90%,19,15-Jan,0
6375,6375,6375.0, 36 months,7.51%,198.34,A,A3,Dental TLC,4 years,44000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,303xx,GA,4.8,0,7,0,6324,58%,11,12-Dec,0
6000,6000,6000.0, 36 months,11.71%,198.46,B,B3,Infosys Technologies Ltd.,1 year,90000.0,Not Verified,11-Dec,Fully Paid,credit_card,070xx,NJ,2.97,0,10,0,8489,56.60%,23,14-Mar,0
11100,11100,11100.0, 36 months,6.62%,340.82,A,A2,Aetna ,10+ years,41000.0,Verified,11-Dec,Charged Off,credit_card,194xx,PA,29.85,1,8,0,17518,62.30%,18,13-Nov,0
10000,10000,10000.0, 60 months,12.69%,225.95,B,B5,Barnes and Noble,2 years,56000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,923xx,CA,10.82,1,11,0,10081,31.20%,18,14-Oct,0
6200,6200,6200.0, 36 months,6.03%,188.71,A,A1,WV State Tax Department,5 years,26500.0,Not Verified,11-Dec,Fully Paid,small_business,263xx,WV,18.2,0,6,0,2982,16%,18,15-Jan,0
15000,15000,15000.0, 36 months,18.64%,547.12,E,E1,Norfolk Southern ,1 year,54000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,300xx,GA,19.69,2,9,0,15183,90.30%,12,14-May,0
4200,4200,4200.0, 36 months,11.71%,138.92,B,B3,Search for Common Ground,2 years,53000.0,Not Verified,11-Dec,Fully Paid,other,403xx,MD,16.91,0,15,0,8336,79.70%,22,15-Jan,0
14000,14000,14000.0, 36 months,14.27%,480.33,C,C2,Kazork,4 years,52800.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,919xx,CA,7.36,1,9,0,13378,70.80%,14,12-Apr,0
8875,8875,8875.0, 36 months,7.51%,276.11,A,A3,Ashbrook Village Senior Community,1 year,38000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,301xx,GA,23.53,1,13,0,19056,62.10%,27,13-Sep,0
13500,13500,13500.0, 36 months,9.91%,435.04,B,B1,Bank of the West,7 years,38000.0,Verified,11-Dec,Fully Paid,debt_consolidation,917xx,CA,12.38,1,3,0,16023,67.30%,7,15-Jan,0
12000,12000,12000.0, 36 months,9.91%,386.7,B,B1,Luxottica Retail,2 years,42000.0,Not Verified,11-Dec,Charged Off,debt_consolidation,553xx,MN,7.83,2,8,0,9749,65.40%,16,14-May,0
16000,16000,15975.0, 60 months,19.91%,423.11,E,E4,Energy Northwest,4 years,55000.0,Verified,11-Dec,Fully Paid,debt_consolidation,993xx,WA,15.8,0,8,0,7743,72.40%,19,14-May,0
21600,21600,20498.26578, 60 months,19.42%,565.32,E,E3,State of Georgia/United States Air Force,8 years,60000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,312xx,GA,16.74,0,6,0,13354,78.10%,21,13-Aug,0
6000,6000,6000.0, 36 months,10.65%,195.44,B,B2,Medin Corporation,6 years,87000.0,Not Verified,11-Dec,Fully Paid,home_improvement,074xx,NJ,12.86,0,12,0,11739,40.50%,22,14-Jul,0
8450,8450,8425.0, 60 months,16.77%,208.97,D,D2,Best Buy,5 years,25000.0,Verified,11-Dec,Fully Paid,debt_consolidation,606xx,IL,22.51,2,6,0,17614,83.50%,21,15-Sep,0
20000,20000,18590.33777, 60 months,13.49%,460.1,C,C1,The McGraw-Hill Companies,1 year,82000.0,Not Verified,11-Dec,Fully Paid,credit_card,432xx,OH,17.68,0,13,0,26693,61.40%,23,15-Feb,0
10000,10000,10000.0, 36 months,11.71%,330.76,B,B3,karl strauss brewing company,8 years,60000.0,Not Verified,11-Dec,Charged Off,debt_consolidation,921xx,CA,22.08,0,8,0,5626,29.30%,26,13-Jul,0
12000,12000,12000.0, 36 months,16.29%,423.61,D,D1,buckhead family dentistry,5 years,80000.0,Verified,11-Dec,Fully Paid,credit_card,303xx,GA,18.18,0,8,0,29609,97.20%,11,14-Mar,0
13475,13475,13450.0, 60 months,13.49%,309.99,C,C1,vons,10+ years,25000.0,Verified,11-Dec,Charged Off,credit_card,917xx,CA,21.89,1,7,0,9943,65.80%,14,13-Oct,0
7200,7200,7200.0, 36 months,12.42%,240.59,B,B4,"Marks & Sokolov, LLC",5 years,48000.0,Not Verified,11-Dec,Fully Paid,major_purchase,602xx,IL,17.43,1,7,0,16450,80.20%,10,15-Feb,0
5600,5600,5600.0, 36 months,14.65%,193.17,C,C3,O'Reilly Auto Parts,1 year,85000.0,Not Verified,11-Dec,Charged Off,debt_consolidation,850xx,AZ,12.24,3,8,0,6812,90.80%,31,12-Aug,0
12000,12000,11975.0, 36 months,14.27%,411.71,C,C2,Rite aid,< 1 year,57000.0,Verified,11-Dec,Fully Paid,debt_consolidation,931xx,CA,10.86,1,7,0,9273,81.50%,11,13-Dec,0
8500,8500,8500.0, 36 months,6.03%,258.71,A,A1,CVS/pharmacy,2 years,25000.0,Not Verified,11-Dec,Fully Paid,credit_card,216xx,MD,1.73,0,6,0,2463,28%,18,13-May,0
8000,8000,8000.0, 36 months,9.91%,257.8,B,B1,PNC Financial Services ,2 years,34000.0,Source Verified,11-Dec,Fully Paid,credit_card,151xx,PA,18.28,0,6,0,7434,78.50%,7,15-Jan,0
8000,8000,8000.0, 36 months,12.42%,267.33,B,B4,City of Hillsboro,10+ years,40000.0,Not Verified,11-Dec,Fully Paid,credit_card,971xx,OR,15.0,0,10,0,18601,88.20%,11,15-Jan,0
16000,16000,8150.0, 60 months,15.27%,382.92,C,C4,US Army,10+ years,42656.4,Source Verified,11-Dec,Fully Paid,debt_consolidation,305xx,GA,17.44,1,4,0,12830,92.30%,17,15-Nov,0
15000,15000,15000.0, 36 months,17.27%,536.81,D,D3,Senior Dental Insurance Solutions,2 years,44400.0,Source Verified,11-Dec,Fully Paid,house,334xx,FL,3.59,0,6,1,4582,91.60%,16,13-Jun,1
10000,10000,10000.0, 36 months,9.91%,322.25,B,B1,Upper Valley Food Co-op,2 years,30000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,050xx,VT,11.24,1,8,0,9152,66.80%,30,14-Jul,0
10000,10000,10000.0, 36 months,6.62%,307.04,A,A2,Marshall Realty,5 years,70000.0,Not Verified,11-Dec,Fully Paid,credit_card,129xx,NY,16.78,0,9,0,10770,69%,18,13-Dec,0
8000,8000,8000.0, 36 months,14.65%,275.96,C,C3,Studio 94 Corp,3 years,28000.0,Not Verified,11-Dec,Fully Paid,car,925xx,CA,12.6,1,8,0,6187,54.30%,11,12-Aug,0
22000,22000,22000.0, 36 months,9.91%,708.95,B,B1,St john hospital ,2 years,50000.0,Verified,11-Dec,Fully Paid,debt_consolidation,483xx,MI,13.22,4,17,0,21470,49.80%,32,14-Dec,0
6000,6000,6000.0, 36 months,14.27%,205.86,C,C2,American Airlines,10+ years,94800.0,Verified,11-Dec,Fully Paid,car,760xx,TX,24.53,1,13,0,71890,95.90%,30,13-Dec,0
16000,16000,15975.0, 60 months,9.91%,339.25,B,B1,Indian river county clerk of court,10+ years,40000.0,Verified,11-Dec,Fully Paid,debt_consolidation,329xx,FL,9.39,1,6,0,13270,28.50%,23,16-Mar,0
2500,2500,2500.0, 36 months,7.51%,77.78,A,A3,,,12000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,961xx,CA,16.3,2,13,0,4853,42.20%,20,13-Dec,0
13500,13500,13500.0, 36 months,9.91%,435.04,B,B1,Feld Entertainment,2 years,36000.0,Source Verified,11-Dec,Fully Paid,credit_card,200xx,DC,22.93,1,13,0,25011,67.20%,15,14-Sep,0
25000,25000,25000.0, 36 months,12.42%,835.39,B,B4,McGraw- Hill,2 years,225000.0,Verified,11-Dec,Fully Paid,debt_consolidation,085xx,NJ,8.32,0,11,0,30449,34.60%,23,15-Jan,0
10000,10000,10000.0, 36 months,13.49%,339.31,C,C1,Samsung Information Systems America,2 years,45900.0,Verified,11-Dec,Fully Paid,small_business,951xx,CA,24.97,2,10,0,8936,48.30%,12,14-Sep,0
2500,2500,2500.0, 36 months,13.49%,84.83,C,C1,Bartell Drugs,4 years,27200.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,981xx,WA,6.44,0,6,0,3473,68.10%,6,15-Jan,0
7325,7325,7325.0, 36 months,12.69%,245.72,B,B5,Sensus Healthcare,1 year,42000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,330xx,FL,22.57,3,12,0,7281,65%,29,15-Jan,0
4000,4000,4000.0, 36 months,12.42%,133.67,B,B4,walgreens,5 years,135000.0,Verified,11-Dec,Fully Paid,credit_card,103xx,NY,12.12,3,11,0,29311,85.70%,21,12-Oct,0
10000,10000,10000.0, 36 months,13.49%,339.31,C,C1,Edgestone Real Estate,5 years,65000.0,Not Verified,11-Dec,Charged Off,small_business,927xx,CA,6.92,2,12,0,14292,69.50%,17,14-Mar,0
7750,7750,7750.0, 36 months,17.27%,277.36,D,D3,US Bank,< 1 year,24000.0,Not Verified,11-Dec,Charged Off,debt_consolidation,601xx,IL,16.1,1,4,0,2348,67.10%,7,14-Jan,0
20000,20000,20000.0, 60 months,20.89%,539.84,F,F1,Independent Imaging,6 years,70000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,334xx,FL,16.63,1,10,0,10470,79.90%,24,12-Oct,0
9600,9600,9600.0, 36 months,12.42%,320.79,B,B4,Express LLC,10+ years,65000.0,Verified,11-Dec,Fully Paid,debt_consolidation,117xx,NY,11.65,0,6,0,11279,70.90%,11,14-Jan,0
21000,21000,21000.0, 60 months,11.71%,464.07,B,B3,Calix,3 years,60000.0,Not Verified,11-Dec,Charged Off,debt_consolidation,931xx,CA,6.62,0,7,0,10543,79.90%,11,12-Aug,0
14000,14000,14000.0, 36 months,10.65%,456.03,B,B2,MetLife,3 years,30000.0,Source Verified,11-Dec,Fully Paid,credit_card,063xx,CT,15.52,0,7,0,15542,65.60%,14,12-Dec,0
13350,13350,13350.0, 36 months,12.42%,446.1,B,B4,Cajon Valley Union School District,10+ years,43000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,920xx,CA,20.57,0,7,0,11531,95.30%,15,15-Jan,0
15000,15000,15000.0, 36 months,16.77%,533.08,D,D2,Schneider National Inc,10+ years,42000.0,Verified,11-Dec,Charged Off,debt_consolidation,543xx,WI,19.63,2,10,0,8238,74.90%,38,14-Apr,0
15000,15000,15000.0, 36 months,17.27%,536.81,D,D3,Santa Clara County Public Defender,8 years,75000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,951xx,CA,16.03,0,10,0,13505,75.90%,17,13-Aug,0
11000,11000,10750.0, 60 months,13.49%,253.06,C,C1,Department Of Health,10+ years,129000.0,Verified,11-Dec,Current,debt_consolidation,927xx,CA,10.94,0,10,0,1735,24.10%,31,16-May,0
35000,35000,35000.0, 36 months,10.65%,1140.07,B,B2,baylor college of medicine,2 years,168000.0,Verified,11-Dec,Fully Paid,debt_consolidation,775xx,TX,3.17,1,16,0,1099,1.40%,22,13-Oct,0
9000,9000,9000.0, 36 months,10.65%,293.16,B,B2,,9 years,74000.0,Source Verified,11-Dec,Fully Paid,credit_card,570xx,SD,8.89,0,7,0,7388,71.70%,10,15-Jan,0
22475,22475,22425.0, 60 months,15.27%,537.87,C,C4,EDIT,7 years,52000.0,Verified,11-Dec,Fully Paid,debt_consolidation,038xx,NH,15.23,1,7,0,18554,61.80%,23,16-May,0
16000,16000,16000.0, 36 months,12.69%,536.72,B,B5,Marsh,1 year,58500.0,Source Verified,11-Dec,Charged Off,debt_consolidation,606xx,IL,20.64,0,8,0,26224,89.30%,10,14-May,0
13500,13500,13500.0, 36 months,12.69%,452.86,B,B5,AAVMC,5 years,71000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,221xx,VA,11.97,2,4,0,6681,77.70%,11,15-Jan,0
24000,24000,24000.0, 36 months,12.69%,805.08,B,B5,State of Washington,10+ years,75000.0,Verified,11-Dec,Fully Paid,debt_consolidation,985xx,WA,11.6,0,10,0,21609,84.60%,33,15-Jan,0
12000,12000,12000.0, 36 months,10.65%,390.88,B,B2,PURE FLO WATER COMPANY,5 years,60000.0,Not Verified,11-Dec,Fully Paid,credit_card,920xx,CA,10.84,1,12,0,11849,48.80%,18,15-Jan,0
8400,8400,8150.0, 60 months,16.77%,207.73,D,D2,City of new york,5 years,87996.0,Not Verified,11-Dec,Fully Paid,major_purchase,113xx,NY,11.35,0,8,0,9551,80.30%,13,16-Feb,0
28000,28000,27975.0, 60 months,17.58%,704.64,D,D4,Cisco Systems Inc.,5 years,140000.0,Verified,11-Dec,Fully Paid,home_improvement,275xx,NC,12.07,1,13,0,2686,13.40%,24,12-Jan,0
14000,14000,14000.0, 36 months,6.62%,429.86,A,A2,US Air Force,10+ years,66000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,236xx,VA,11.15,1,7,0,12095,35.40%,46,14-Sep,0
12000,12000,12000.0, 36 months,14.27%,411.71,C,C2,Corning Inc.,8 years,70000.0,Not Verified,11-Dec,Charged Off,other,148xx,NY,8.4,1,7,0,11546,86.20%,12,12-Oct,0
25000,25000,25000.0, 36 months,11.71%,826.9,B,B3,UPS,10+ years,100000.0,Verified,11-Dec,Fully Paid,debt_consolidation,028xx,RI,6.88,1,8,0,21128,89.10%,18,14-Sep,0
9000,9000,9000.0, 36 months,12.69%,301.91,B,B5,Gilbert Express,5 years,50000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,115xx,NY,17.81,1,13,0,12752,55.40%,21,15-Jan,0
13250,13250,13250.0, 36 months,10.65%,431.6,B,B2,Talbert House,4 years,35000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,450xx,OH,24.93,2,11,0,13392,58.70%,25,15-Jan,0
20000,20000,20000.0, 36 months,13.49%,678.61,C,C1,,6 years,75000.0,Verified,11-Dec,Fully Paid,debt_consolidation,921xx,CA,22.38,1,7,0,19548,90.80%,17,14-Jan,0
3000,3000,3000.0, 36 months,14.65%,103.49,C,C3,Kohls Corporation,5 years,71000.0,Verified,11-Dec,Fully Paid,medical,532xx,WI,21.84,1,4,0,15072,88.70%,14,15-Jan,0
7350,7350,7350.0, 36 months,10.65%,239.42,B,B2,"Hospice Peachtree, LLC",10+ years,48000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,729xx,AR,11.93,0,5,0,15587,77.50%,5,15-Jan,0
11500,11500,11500.0, 36 months,15.27%,400.18,C,C4,Merks Bar and Grill,5 years,36000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,321xx,FL,21.1,1,7,0,8969,76.70%,14,15-Jan,0
13650,13650,13650.0, 36 months,12.42%,456.12,B,B4,ITT Aerospace Controls,10+ years,86000.0,Not Verified,11-Dec,Charged Off,debt_consolidation,913xx,CA,12.29,1,12,0,16140,73.40%,34,13-May,0
10500,10500,10500.0, 36 months,16.29%,370.66,D,D1,Butte Community College,3 years,30000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,959xx,CA,15.0,1,7,0,5379,55.50%,8,12-Jul,0
12000,12000,11975.0, 36 months,9.91%,386.7,B,B1,Deloitte Tax LLP,2 years,60000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,941xx,CA,15.5,0,7,0,12168,85.70%,21,15-Jan,0
6000,6000,6000.0, 36 months,8.90%,190.52,A,A5,BMW,3 years,34000.0,Not Verified,11-Dec,Fully Paid,credit_card,432xx,OH,14.51,2,9,0,13683,64.80%,16,15-Jan,0
11500,11500,11500.0, 36 months,15.27%,400.18,C,C4,Eel River Brewing Co.,10+ years,44200.0,Verified,11-Dec,Fully Paid,credit_card,955xx,CA,21.69,1,9,0,13147,90%,11,13-Jul,0
7000,7000,7000.0, 36 months,12.42%,233.91,B,B4,johns hopkins hospital,7 years,82000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,217xx,MD,12.0,1,6,0,25334,71.60%,31,14-Feb,0
29500,29500,28513.45925, 60 months,20.30%,786.51,E,E5,United States DHS,6 years,83000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,880xx,NM,20.93,0,12,0,22087,89.80%,35,15-Oct,0
2000,2000,2000.0, 36 months,15.27%,69.6,C,C4,The University of Texas,2 years,41000.0,Verified,11-Dec,Fully Paid,moving,770xx,TX,17.74,1,7,0,18115,96.40%,11,15-Jan,0
11625,11625,11625.0, 36 months,13.49%,394.45,C,C1,USD 362,< 1 year,36000.0,Source Verified,11-Dec,Fully Paid,credit_card,660xx,KS,19.33,1,17,0,19979,84.70%,31,15-Jan,0
15075,15075,15075.0, 36 months,14.27%,517.21,C,C2,JPMorgan Chase Bank,10+ years,35000.0,Verified,11-Dec,Charged Off,debt_consolidation,770xx,TX,20.16,1,7,0,10570,89.60%,14,14-Jun,0
5300,5300,5300.0, 36 months,15.27%,184.43,C,C4,Windsor Marketing Group,1 year,30000.0,Verified,11-Dec,Fully Paid,credit_card,062xx,CT,24.88,2,11,0,7855,82.70%,13,14-Oct,0
8200,8200,8200.0, 36 months,6.62%,251.77,A,A2,new view gifts & accessories,< 1 year,40000.0,Source Verified,11-Dec,Fully Paid,home_improvement,193xx,PA,11.1,1,7,0,2573,25.50%,11,15-Jan,0
12000,12000,12000.0, 36 months,12.42%,400.99,B,B4,Sigma Relocation Group,9 years,105000.0,Not Verified,11-Dec,Fully Paid,credit_card,750xx,TX,13.98,1,10,0,11243,75%,25,15-Jan,0
8650,8650,8650.0, 36 months,14.27%,296.78,C,C2,Best buy,4 years,45000.0,Source Verified,11-Dec,Fully Paid,credit_card,335xx,FL,7.6,2,14,0,6602,58.90%,23,15-Jan,0
21000,11800,11500.0, 60 months,17.27%,294.98,D,D3,New Jersey Institute Of Technology (NJIT,10+ years,109000.0,Verified,11-Dec,Current,debt_consolidation,070xx,NJ,7.75,0,9,0,25435,50.30%,16,16-May,0
16000,16000,16000.0, 60 months,17.27%,399.97,D,D3,JP Morgan Chase Bank,2 years,50000.0,Source Verified,11-Dec,Current,debt_consolidation,761xx,TX,11.04,0,10,0,15788,42.20%,16,16-May,0
12000,12000,11975.0, 36 months,12.42%,400.99,B,B4,PricewaterhouseCoopers,2 years,83000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,941xx,CA,11.81,2,14,0,16550,51.10%,61,15-Jan,0
9500,9500,9500.0, 36 months,12.69%,318.68,B,B5,San Diego Unified School District,< 1 year,52500.0,Source Verified,11-Dec,Charged Off,moving,921xx,CA,23.54,2,14,0,23729,75.30%,42,13-Nov,0
7400,7400,7400.0, 36 months,13.49%,251.09,C,C1,RMS/iQor,< 1 year,25000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,857xx,AZ,8.45,0,5,0,5199,92.80%,13,15-Jan,0
14400,14400,14400.0, 36 months,13.49%,488.6,C,C1,big m inc,10+ years,60000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,334xx,FL,16.92,1,15,0,23317,65%,26,12-Aug,0
24250,18100,18075.0, 60 months,23.91%,519.76,G,G4,"MAll SPE, LLC",7 years,120000.0,Verified,11-Dec,Fully Paid,debt_consolidation,850xx,AZ,12.96,3,7,0,31992,99%,20,12-Dec,0
7200,7200,7200.0, 36 months,7.90%,225.29,A,A4,"St. Mary's Health Care System, Inc.",3 years,68000.0,Source Verified,11-Dec,Charged Off,debt_consolidation,306xx,GA,7.98,0,5,0,8783,82.90%,14,14-Nov,0
26000,26000,25975.0, 60 months,16.77%,642.96,D,D2,PepsiCo,10+ years,53000.0,Verified,11-Dec,Charged Off,home_improvement,271xx,NC,11.77,1,5,0,7560,72.70%,14,13-Feb,0
7000,7000,6975.0, 60 months,11.71%,154.69,B,B3,WA State vDSHS,6 years,69600.0,Verified,11-Dec,Charged Off,credit_card,981xx,WA,26.22,0,10,0,45449,90.90%,23,14-Oct,0
4000,4000,4000.0, 36 months,7.51%,124.45,A,A3,Vibrato Grill Jazz etc...,< 1 year,65000.0,Source Verified,11-Dec,Fully Paid,major_purchase,902xx,CA,18.17,0,10,0,10032,50.70%,24,12-Aug,0
1500,1500,1500.0, 36 months,17.27%,53.69,D,D3,Walt Disney Co.,10+ years,144000.0,Verified,11-Dec,Fully Paid,debt_consolidation,900xx,CA,8.23,0,6,0,14186,97.80%,14,12-Feb,0
19600,19600,19600.0, 36 months,12.42%,654.94,B,B4,Ajel Technologies Inc,2 years,75000.0,Verified,11-Dec,Fully Paid,credit_card,142xx,NY,11.62,0,8,0,20355,50.10%,12,13-Feb,0
2500,2500,2500.0, 36 months,11.71%,82.69,B,B3,Bioscreen Clinical Servicesa,7 years,29000.0,Verified,11-Dec,Fully Paid,debt_consolidation,850xx,AZ,18.7,0,5,0,2668,66.70%,13,13-Nov,0
10000,10000,10000.0, 36 months,12.69%,335.45,B,B5,nor cal beverage,2 years,70000.0,Not Verified,11-Dec,Charged Off,credit_card,956xx,CA,2.69,0,5,0,6035,70.20%,6,13-Jul,0
10000,10000,10000.0, 36 months,6.62%,307.04,A,A2,penske logistics,5 years,45000.0,Not Verified,11-Dec,Fully Paid,credit_card,441xx,OH,26.85,0,15,0,10133,70.40%,40,15-Jan,0
4225,4225,4225.0, 36 months,12.42%,141.18,B,B4,King County Sheriffs Office,5 years,55200.0,Not Verified,11-Dec,Fully Paid,other,983xx,WA,17.61,1,6,0,4055,73.70%,12,15-Jan,0
3500,3500,3500.0, 36 months,7.90%,109.52,A,A4,impax laboratory,7 years,61440.0,Not Verified,11-Dec,Fully Paid,vacation,945xx,CA,6.46,0,6,0,15472,55.50%,19,15-Jan,0
12000,12000,12000.0, 36 months,6.62%,368.45,A,A2,maroone chevrolet of west dade,10+ years,56000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,330xx,FL,13.65,0,7,0,9873,80.30%,21,15-Jan,0
16500,16500,16500.0, 36 months,8.90%,523.93,A,A5,CH Robinson,< 1 year,47000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,604xx,IL,9.06,1,6,0,13917,38.80%,24,14-Dec,0
22000,22000,21975.0, 60 months,21.67%,603.5,F,F3,Oxyheal health group,< 1 year,55000.0,Verified,11-Dec,Fully Paid,debt_consolidation,985xx,WA,15.62,1,9,0,20154,79.40%,27,13-Nov,0
12000,12000,12000.0, 36 months,14.65%,413.94,C,C3,Social Security Administration - ODAR,1 year,71000.0,Verified,11-Dec,Fully Paid,credit_card,672xx,KS,14.87,2,15,0,17972,71%,38,12-Mar,0
15600,15600,15600.0, 60 months,12.69%,352.48,B,B5,corbett industries,10+ years,50000.0,Source Verified,11-Dec,Charged Off,vacation,109xx,NY,5.78,1,8,0,8079,35.70%,11,16-Jan,0
10800,10800,10800.0, 36 months,12.42%,360.89,B,B4,Hillstone Restaurant Group,8 years,135000.0,Verified,11-Dec,Fully Paid,credit_card,917xx,CA,12.12,0,14,0,18467,74.50%,23,15-Jan,0
14000,14000,14000.0, 36 months,12.42%,467.82,B,B4,CIty of Alpharetta,10+ years,63000.0,Not Verified,11-Dec,Fully Paid,credit_card,300xx,GA,7.35,0,5,0,17212,97.80%,19,14-Sep,0
18825,18825,18800.0, 60 months,17.58%,473.75,D,D4,executive plaza,4 years,44000.0,Verified,11-Dec,Current,debt_consolidation,113xx,NY,24.98,0,9,0,14092,93.20%,20,16-May,0
6000,6000,6000.0, 36 months,13.49%,203.59,C,C1,,5 years,50000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,880xx,NM,15.58,1,8,0,7361,83.60%,14,15-Jan,0
12000,12000,12000.0, 36 months,9.91%,386.7,B,B1,Southern Methodist University,5 years,80000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,752xx,TX,14.83,0,11,0,17536,67.70%,21,14-Oct,0
10000,10000,10000.0, 36 months,12.42%,334.16,B,B4,VirginiaMasonMedicalCenter,4 years,45000.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,981xx,WA,10.45,0,14,0,10177,51.60%,19,15-Jan,0
8000,8000,8000.0, 36 months,7.90%,250.33,A,A4,kenover marketing,2 years,78000.0,Not Verified,11-Dec,Fully Paid,vacation,112xx,NY,6.09,1,16,0,15988,55.90%,31,13-Dec,0
14125,14125,14125.0, 36 months,9.91%,455.18,B,B1,Citizens Utility Board of Oregon,1 year,33000.0,Verified,11-Dec,Fully Paid,debt_consolidation,972xx,OR,23.13,3,12,0,19472,66%,20,13-Dec,0
14000,14000,14000.0, 36 months,12.69%,469.63,B,B5,Philips Healthcare,5 years,62800.0,Not Verified,11-Dec,Fully Paid,debt_consolidation,980xx,WA,19.24,1,10,0,13579,64.50%,18,14-Dec,0
13200,8975,8975.0, 60 months,17.27%,224.36,D,D3,"Cardinal Health Stafford, Texas.",3 years,26400.0,Source Verified,11-Dec,Fully Paid,small_business,770xx,TX,9.64,3,8,0,7411,50.10%,12,12-Nov,0
4000,4000,4000.0, 36 months,19.03%,146.69,E,E2,IBM,10+ years,80000.0,Not Verified,11-Dec,Fully Paid,vacation,275xx,NC,20.59,2,30,0,6654,22.60%,56,13-Jan,0
4000,4000,4000.0, 36 months,12.69%,134.18,B,B5,XOXO Salon,2 years,25000.0,Not Verified,11-Dec,Charged Off,debt_consolidation,802xx,CO,6.86,3,5,0,8546,79.70%,13,13-Mar,0
10500,10500,10500.0, 36 months,6.03%,319.58,A,A1,DFW International Airport,10+ years,65000.0,Source Verified,11-Dec,Fully Paid,debt_consolidation,760xx,TX,10.36,0,8,0,10729,18.70%,16,14-Dec,0
5500,5500,5500.0, 36 months,7.90%,172.1,A,A4,SCI Mahanoy,10+ years,59000.0,Source Verified,11-Dec,Fully Paid,car,187xx,PA,6.65,0,10,1,9130,43.30%,23,14-Jul,0
7350,7350,7350.0, 36 months,11.71%,243.11,B,B3,cyberpower,1 year,33000.0,Verified,11-Dec,Fully Paid,debt_consolidation,917xx,CA,22.51,1,13,0,24782,77.90%,23,14-Sep,0
